英文名称,中文名称,制裁日期,是否母公司,是否上市,股票代码,备注,所在清单
AOXING SHIP MANAGEMENT SHANGHAI LTD,上海傲兴国际船舶管理有限公司,2020/01/23,1,1,601216.0,内地企业,SDN
"DALIAN GOLDEN SUN IMPORT AND EXPORT CO., LTD. ",大连金阳进出口有限公司,2020/01/23,0,0,,内地企业,SDN
"TIANYI INTERNATIONAL DALIAN CO., LTD. ",大连天贻国际贸易有限公司,2020/01/23,0,0,,内地企业,SDN
SHANGHAI SAINT LOGISTICS LIMITED,上海圣贤物流有限公司,2020/05/19,0,0,,内地企业,SDN
GLOBAL INDUSTRIAL AND ENGINEERING SUPPLY LTD. ,,2020/06/25,.,.,,港企,SDN
XINJIANG PUBLIC SECURITY BUREAU ,新疆公安局,2020/07/09,.,.,,机关,SDN
"SHEN YANG JING CHENG MACHINERY IMP&EXP. CO., LIMITED",,2020/07/15,.,.,,港企,SDN
SHINE DRAGON GROUP LIMITED,,2020/07/15,.,.,,港企,SDN
" ZHE JIANG JIAYI SMALL COMMODITIES TRADE COMPANY
 LIMITED",,2020/07/15,.,.,,港企,SDN
GLOBAL UNITED BIOTECHNOLOGY INC.,,2020/07/17,.,.,,港企,SDN
XINJIANG PRODUCTION AND CONSTRUCTION CORPS,新疆生产建设兵团,2020/07/31,.,.,,机关,SDN
SINO ENERGY SHIPPING HONGKONG LIMITED,,2020/09/03,.,.,,港企,SDN
ZHIHANG SHIP MANAGEMENT SHANGHAI CO LTD,上海智航船舶管理有限公司,2020/09/03,0,0,,内地企业,SDN
DELIGHT SHIPPING COMPANY LIMITED,,2020/10/19,.,.,,港企,SDN
GRACIOUS SHIPPING COMPANY LIMITED,,2020/10/19,.,.,,港企,SDN
NOBLE SHIPPING COMPANY LIMITED,,2020/10/19,.,.,,港企,SDN
"REACH HOLDING GROUP SHANGHAI CO., LTD. ",仁达投资控股集团（上海）有限公司,2020/10/19,0,0,,内地企业,SDN
"REACH SHIPPING LINES HONG KONG CO., LIMITED",,2020/10/19,.,.,,港企,SDN
SUPREME SHIPPING COMPANY LIMITED,,2020/10/19,.,.,,港企,SDN
BINRIN LIMITED,,2020/10/29,.,.,,港企,SDN
ELFO ENERGY HOLDING LIMITED,,2020/10/29,.,.,,港企,SDN
GLORY ADVANCED LIMITED,,2020/10/29,.,.,,港企,SDN
"JANE SHANG CO., LIMITED",,2020/10/29,.,.,,港企,SDN
SIBSHUR LIMITED,,2020/10/29,.,.,,港企,SDN
"NAZ TECHNOLOGY CO., LTD.",鼐实鑫电子（深圳）有限公司,2020/11/10,1,0,,内地企业,SDN
"PROMA INDUSTRY CO., LTD.",,2020/11/10,.,.,,港企,SDN
"SOLTECH INDUSTRY CO., LTD. ",,2020/11/10,.,.,,港企,SDN
CHINA NATIONAL ELECTRONIC IMPORT-EXPORT COMPANY,中国电子进出口有限公司,2020/11/30,1,0,,内地企业,SDN
WEIHAI HUIJIANG TRADE LIMITED ,威海市汇江贸易有限公司,2020/12/08,0,0,,内地企业,SDN
ALWAYS SMOOTH LTD,,2020/12/08,.,.,,港企,SDN
GOOD SIBLINGS LTD,,2020/12/08,.,.,,港企,SDN
"DONGMEI INVESTMENT GROUP CO., LIMITED",,2020/12/09,.,.,,港企,SDN
DONGHAI INTERNATIONAL SHIP MANAGEMENT LTD,,2020/12/16,.,.,,港企,SDN
PETROCHEM SOUTH EAST LTD,,2020/12/16,.,.,,港企,SDN
"KAIFENG PINGMEI NEW CARBON MATERIALS TECHNOLOGY
 CO., LTD. ",开封平煤新型炭材料科技有限公司,2021/01/05,1,1,300080.0,内地企业,SDN
WORLD MINING INDUSTRY COMPANY LTD,伟矿贸易（北京）有限公司,2021/01/05,1,0,,内地企业,SDN
"BLACK DROP INTL CO., LIMITED ",,2021/09/17,.,.,,港企,SDN
"CHINA 49 GROUP CO., LIMITED",,2021/09/17,.,.,,港企,SDN
DAMINEH OPTIC LIMITED,,2021/09/17,.,.,,港企,SDN
PCA XIANG GANG LIMITED,,2021/09/17,.,.,,港企,SDN
"TAIWAN BE CHARM TRADING CO., LIMITED",,2021/09/17,.,.,,港企,SDN
VICTORY SOMO GROUP HK LIMITED,,2021/09/17,.,.,,港企,SDN
YUMMY BE CHARM TRADING HK LIMITED,,2021/09/17,.,.,,港企,SDN
MOXING CARTOON,上海墨星文化传播有限公司,2021/12/10,0,0,,内地企业,SDN
NINGS CARTOON STUDIO,重庆市柠色动漫发展有限公司,2021/12/10,0,0,,内地企业,SDN
"SHANGHAI HONGMAN CARTOON AND ANIMATION 
DESIGN STUDIO",上海弘漫动漫设计工作室,2021/12/10,0,0,,内地企业,SDN
"HEBEI HUANHAO BIOTECHNOLOGY CO., LTD.",河北缤蕴进出口有限公司,2021/12/15,0,0,,内地企业,SDN
"SHANGHAI CISHUN FINE CHEMICAL CO, LTD.",上海驰构贸易有限公司,2021/12/15,0,0,,内地企业,SDN
"WUHAN YUANCHENG GONGCHUANG TECHNOLOGY CO., LTD. ",武汉远成共创科技有限公司,2021/12/15,0,0,,内地企业,SDN
CHINA HAOKUN ENERGY LIMITED,,2022/05/25,.,.,,港企,SDN
"FUJIE PETROCHEMICAL ZHOUSHAN CO., LTD. ",富杰石油化工（舟山）有限公司,2022/05/25,0,0,,内地企业,SDN
HAOKUN ENERGY GROUP COMPANY LIMITED,昊坤能源集团有限公司,2022/05/25,0,0,,内地企业,SDN
"SHANDONG SEA RIGHT PETROCHEMICAL CO., LTD. ",山东海右石化集团有限公司,2022/05/25,1,0,,内地企业,SDN
KEEN WELL INTERNATIONAL LIMITED,,2022/06/16,.,.,,港企,SDN
TEAMFORD ENTERPRISES LIMITED,,2022/06/16,.,.,,港企,SDN
LUSTRO INDUSTRY LIMITED,,2022/07/06,.,.,,港企,SDN
"OLIGEI INTERNATIONAL TRADING CO., LIMITED",,2022/07/06,.,.,,港企,SDN
FARWELL CANYON HK LIMITED,,2022/08/01,.,.,,港企,SDN
GOLDEN WARRIOR SHIPPING CO. LIMITED,,2022/08/01,.,.,,港企,SDN
PZNFR TRADING LIMITED,,2022/08/01,.,.,,港企,SDN
"SHEKUFEI INTERNATIONAL TRADING CO., LIMITED",,2022/08/01,.,.,,港企,SDN
ML HOLDING GROUP LIMITED,,2022/09/29,.,.,,港企,SDN
SIERRA VISTA TRADING LIMITED,,2022/09/29,.,.,,港企,SDN
SOPHYCHEM HK LIMITED,,2022/09/29,.,.,,港企,SDN
WS SHIPPING CO. LTD.,,2022/09/29,.,.,,港企,SDN
"ZHONGGU STORAGE AND TRANSPORTATION CO., LTD.",中谷储运（舟山）有限公司,2022/09/29,1,0,,内地企业,SDN
"EAST ASIA TRADING IMPORT AND EXPORT TRADE CO., LTD.",,2022/11/17,.,.,,港企,SDN
"BARZA STYLE & MODE CO., LIMITED",,2022/11/17,.,.,,港企,SDN
HIGHLINE LOGISTIC HK LIMITED,,2022/11/17,.,.,,港企,SDN
HONG KONG AEONIAN COMPLEX CO.,,2022/11/17,.,.,,港企,SDN
"TORGAN CO., LIMITED",,2022/11/17,.,.,,港企,SDN
"UTELIZ RESOURCES CO., LIMITED",,2022/11/17,.,.,,港企,SDN
"ZHEJIANG WONDER IMP. AND EXP. CO., LTD. ",浙江文德进出口有限公司,2022/11/17,0,0,,内地企业,SDN
DALIAN OCEAN FISHING COMPANY LIMITED,大连远洋渔业金枪鱼钓有限公司,2022/12/09,1,0,,内地企业,SDN
"FUJIAN HEYUE MARINE FISHING DEVELOPMENT CO., LTD.",福建和悦海洋渔业发展有限公司,2022/12/09,1,0,,内地企业,SDN
"FUJIAN PROVINCIAL PINGTAN COUNTY OCEAN FISHING
 GROUP CO., LTD.",福建省平潭县远洋渔业集团有限公司,2022/12/09,1,0,,内地企业,SDN
"FUZHOU HONGLONG OCEAN FISHING CO., LTD.",福州宏龙海洋水产有限公司,2022/12/09,1,0,,内地企业,SDN
"PINGTAN GUANSHENG OCEAN FISHING CO., LTD. ",平潭冠昇海洋水产有限公司,2022/12/09,1,0,,内地企业,SDN
PRIME CHEER CORPORATION LTD.,,2022/12/09,.,.,,港企,SDN
EVERLASTING EMPIRE LIMITED,,2022/12/09,.,.,,港企,SDN
FUJIAN NANAN IMPORT AND EXPORT CORPORATION,福建省南安市进出口有限公司,2022/12/09,1,0,,内地企业,SDN
"QUANZHOU YIYANGJIN IMPORT AND EXPORT TRADE CO., LTD.",泉州易洋晋进出口贸易有限公司,2022/12/09,0,0,,内地企业,SDN
TIAN FANG HONG KONG HOLDINGS LIMITED,,2022/12/09,.,.,,港企,SDN
"YANCHENG THREE LINE ONE POINT ANIMATION CO., LTD.",盐城三线一点动漫有限公司,2022/12/09,0,0,,内地企业,SDN
"GLOBAL MARINE SHIP MANAGEMENT CO., LTD. ",,2023/03/02,.,.,,港企,SDN
SHANGHAI XUANRUN SHIPPING COMPANY LIMITED,上海轩润船务有限公司,2023/03/02,0,0,,内地企业,SDN
FORABEN TRADING LIMITED,,2023/03/09,.,.,,港企,SDN
GLOBAL VISINESS PTE. LTD.,,2023/03/09,.,.,,港企,SDN
GLOTREASURE COMPANY LIMITED,,2023/03/09,.,.,,港企,SDN
"GOLDENIX CO., LIMITED",,2023/03/09,.,.,,港企,SDN
"GUILIN ALPHA RUBBER & PLASTICS TECHNOLOGY CO., LTD",桂林阿尔法橡塑科技有限公司,2023/03/09,0,0,,内地企业,SDN
"HANGZHOU FUYANG KOTO MACHINERY CO., LTD ",杭州富阳科拓机械有限公司,2023/03/09,0,0,,内地企业,SDN
"HK SIHAI YINGTONG INDUSTRY CO., LIMITED",,2023/03/09,.,.,,港企,SDN
"HONGKONG CANWAY CO., LIMITED",,2023/03/09,.,.,,港企,SDN
HONGKONG WELL INTERNATIONAL TRADING LIMITED,,2023/03/09,.,.,,港企,SDN
"HORRYZIN INTERNATIONAL TRADE CO., LIMITED",,2023/03/09,.,.,,港企,SDN
JIN XIN NUO TRADING LIMITED,,2023/03/09,.,.,,港企,SDN
LOWELL LIMITED,,2023/03/09,.,.,,港企,SDN
MARAFI INTERNATIONAL TRADING CO.,,2023/03/09,.,.,,港企,SDN
MELIKAL FOR MEDICAL & MEDICINE TRADING CO.,,2023/03/09,.,.,,港企,SDN
"MULTI WELL TRADING CO., LIMITED",,2023/03/09,.,.,,港企,SDN
NASHVILLE HK LIMITED,,2023/03/09,.,.,,港企,SDN
"NINGBO MORE INTEREST I/E CO., LTD. ",宁波市摩利进出口有限公司,2023/03/09,0,0,,内地企业,SDN
QI GROUP LIMITED,,2023/03/09,.,.,,港企,SDN
RAVEN INTERNATIONAL TRADE LIMITED,,2023/03/09,.,.,,港企,SDN
SALITA TRADE LIMITED,,2023/03/09,.,.,,港企,SDN
"SHENZHEN CASPRO TECHNOLOGY CO., LTD",深圳市卡斯普科技有限公司,2023/03/09,0,0,,内地企业,SDN
"UNITE RESOURCES CO., LIMITED",,2023/03/09,.,.,,港企,SDN
UNIVEST LIMITED,,2023/03/09,.,.,,港企,SDN
"SUZHOU XIAOLI PHARMATECH CO., LTD",苏州小栗医药科技有限公司,2023/04/14,0,0,,内地企业,SDN
"WUHAN SHUOKANG BIOLOGICAL TECHNOLOGY CO., LTD",武汉硕康生物科技有限公司,2023/04/14,0,0,,内地企业,SDN
FADICO H.K. LIMITED,,2023/04/18,.,.,,港企,SDN
HOUSE OF ART LIMITED,,2023/04/18,.,.,,港企,SDN
ORIENTAL DYNASTY LIMITED,,2023/04/18,.,.,,港企,SDN
ARTTRONIX INTERNATIONAL HK LIMITED,,2023/04/19,.,.,,港企,SDN
JOTRIN ELECTRONICS LIMITED,,2023/04/19,.,.,,港企,SDN
"VOHOM TECHNOLOGY HK CO., LIMITED",,2023/04/19,.,.,,港企,SDN
YINKE HK ELECTRONICS COMPANY LIMITED,,2023/04/19,.,.,,港企,SDN
"SHENZHEN YASON GENERAL MACHINERY CO., LTD.
 NANCHANG BRANCH",深圳市亚新通用机械有限公司南昌分公司,2023/05/30,1,0,,内地企业,SDN
"YANTAI MEI XUN TRADE CO., LTD.",烟台美讯商贸有限公司,2023/05/30,0,0,,内地企业,SDN
"YANTAI YIXUN INTERNATIONAL TRADE CO., LTD. ",烟台易迅国际贸易有限公司,2023/05/30,0,0,,内地企业,SDN
"YASON ELECTRONICS TECHNOLOGY CO., LIMITED",,2023/05/30,.,.,,港企,SDN
"YASON GENERAL MACHINERY CO., LTD. ",深圳市亚新通用机械有限公司,2023/05/30,2,0,,内地企业,SDN
"YOULI TECHNOLOGY DEVELOPMENT CO., LTD. ",惠州市尤里科技发展有限公司,2023/05/30,0,0,,内地企业,SDN
"BEIJING SHINY NIGHTS TECHNOLOGY DEVELOPMENT CO., LTD",北京闪亮之夜科技发展有限公司,2023/06/06,0,0,,内地企业,SDN
"HONG KONG KE.DO INTERNATIONAL TRADE CO., LIMITED",,2023/06/06,.,.,,港企,SDN
LINGOE PROCESS ENGINEERING LIMITED,,2023/06/06,.,.,,港企,SDN
"QINGDAO ZHONGRONGTONG TRADE DEVELOPMENT CO., LTD.",青岛中融通贸易发展有限公司,2023/06/06,0,0,,内地企业,SDN
"ZHEJIANG QINGJI IND. CO., LTD",浙江轻机实业有限公司,2023/06/06,1,0,,内地企业,SDN
"SHENZHEN JIASIBO TECHNOLOGY CO., LTD.",深圳市杰仕博科技有限公司,2023/09/19,0,0,,内地企业,SDN
HONGKONG HIMARK ELECTRON MODEL LIMITED,,2023/09/27,.,.,,港企,SDN
"HEBEI CROVELL BIOTECH CO., LTD. ",河北克拉维尔生物科技有限公司,2023/10/03,0,0,,内地企业,SDN
"HEBEI GUANLANG BIOTECHNOLOGY CO., LIMITED",河北冠朗生物科技有限公司,2023/10/03,0,0,,内地企业,SDN
"HEBEI XIUNA TRADING CO., LTD.",河北休纳商贸有限公司,2023/10/03,0,0,,内地企业,SDN
"HEBEI YAXIN RESTAURANT MANAGEMENT CO., LTD. ",河北雅新餐饮管理有限公司,2023/10/03,0,0,,内地企业,SDN
"JIANGSU BANGDEYA NEW MATERIAL TECHNOLOGY CO., LTD.",江苏邦得雅新材料科技有限公司,2023/10/03,0,0,,内地企业,SDN
JINHU MINSHENG PHARMACEUTICAL MACHINERY CO. LTD,金湖明生制药机械有限公司,2023/10/03,0,0,,内地企业,SDN
"QINGDAO CEMO TECHNOLOGY DEVELOP CO., LTD. ",青岛盛茂科技发展有限公司,2023/10/03,0,0,,内地企业,SDN
"SHANGHAI JARRED INDUSTRIAL CO., LTD. ",上海嘉瑞德实业有限公司,2023/10/03,0,0,,内地企业,SDN
"XINGTAI DONG CHUANG NEW MATERIAL TECHNOLOGY 
CO., LTD.",邢台东创新材料科技有限公司,2023/10/03,0,0,,内地企业,SDN
"DALI RF TECHNOLOGY CO., LIMITED",,2023/10/18,.,.,,港企,SDN
ICGOO ELECTRONICS LIMITED,,2023/10/18,.,.,,港企,SDN
"NANXIGU TECHNOLOGY CO., LIMITED",,2023/10/18,.,.,,港企,SDN
BEIJING LUO LUO TECHNOLOGY DEVELOPMENT CO LTD,北京罗罗科技发展有限公司,2023/10/20,0,0,,内地企业,SDN
CHANGZHOU UTEK COMPOSITE COMPANY LTD,常州联拓复合材料有限公司,2023/10/20,0,0,,内地企业,SDN
GENERAL TECHNOLOGY LIMITED,,2023/10/20,.,.,,港企,SDN
HK SIHANG HAOCHEN TRADING LIMITED,,2023/11/29,.,.,,港企,SDN
"PUYUAN TRADE CO., LIMITED",,2023/11/29,.,.,,港企,SDN
ARTA WAVE SDN BHD,,2023/12/19,.,.,,港企,SDN
Integrated Scientific Microwave Technology Sdn Bhd（ISM Tech）,,2023/12/19,.,.,,港企,SDN
DIRAC TECHNOLOGY HK LIMITED,,2023/12/19,.,.,,港企,SDN
"ADVANTAGE TRADING CO., LIMITED",,2024/02/02,.,.,,港企,SDN
CHINA OIL AND PETROLEUM COMPANY LIMITED,,2024/02/02,.,.,,港企,SDN
DULING TECHNOLOGY HK LIMITED,,2024/02/02,.,.,,港企,SDN
"FY INTERNATIONAL TRADING CO., LIMITED",,2024/02/02,.,.,,港企,SDN
COREBAI MICROELECTRONICS BEIJING COMPANY LIMITED,芯佰微电子（北京）有限公司,2024/02/23,0,0,,内地企业,SDN
"GUANGZHOU AUSAY TECHNOLOGY CO., LIMITED",广州欧赛科技有限公司,2024/02/23,0,0,,内地企业,SDN
"GUANGZHOU HESEN IMPORT AND EXPORT CO., LTD",广州合森进出口有限公司,2024/02/23,0,0,,内地企业,SDN
"JIANGXI LIANSHENG TECHNOLOGY CO., LTD",江西连胜科技股份有限公司,2024/02/23,0,0,,内地企业,SDN
NEW IDEA GUANGZHOU TECHNOLOGY CO. LTD.,新设想（广州）科技有限公司,2024/02/23,0,0,,内地企业,SDN
"SHENZHEN BIGUANG TRADING CO., LTD",深圳市比广贸易有限公司,2024/02/23,0,0,,内地企业,SDN
YILUFA ELECTRONICS LIMITED,深圳市亿路发科技有限公司,2024/02/23,0,0,,内地企业,SDN
"CAP TEES SHIPPING CO., LIMITED",,2024/02/27,.,.,,港企,SDN
IRIDESCENT CO LTD,,2024/02/27,.,.,,港企,SDN
KOHANA COMPANY LIMITED,,2024/02/27,.,.,,港企,SDN
HONGKONG UNITOP GROUP LTD,,2024/03/06,.,.,,港企,SDN
"WUHAN XIAORUIZHI SCIENCE AND TECHNOLOGY 
COMPANY, LIMITED",武汉晓睿智科技有限责任公司,2024/03/25,0,0,,内地企业,SDN
"SHENZHEN 5G HIGH-TECH INNOVATION CO., LIMITED",深圳五力高科创新科技有限公司,2024/04/15,0,0,,内地企业,SDN
MAGELLANIC PHOENIX MARINE AND TRADING LIMITED,,2024/04/18,.,.,,港企,SDN
GRANPECT CO. LTD.,北京固鸿科技有限公司,2024/04/19,1,1,600100.0,内地企业,SDN
TIANJIN CREATIVE SOURCE INTERNATIONAL TRADE CO LTD,天津创益源国际贸易有限公司,2024/04/19,0,0,,内地企业,SDN
"XI'AN LONGDE TECHNOLOGY DEVELOPMENT 
COMPANY LIMITED",西安龙德科技发展有限公司,2024/04/19,1,0,,内地企业,SDN
"ANYANG FORGING PRESS NUMERICAL CONTROL 
EQUIPMENT CO LTD",安阳锻压数控设备有限公司,2024/05/01,1,0,,内地企业,SDN
"CHENGDU KEYLINK WIRELESS TECHNOLOGY CO., LTD",成都市卫莱科技有限公司,2024/05/01,1,0,,内地企业,SDN
"CHONGQING ZONGSHEN AERO ENGINE MANUFACTURING 
CO LTD",重庆宗申航空发动机制造股份有限公司,2024/05/01,1,1,1696.0,内地企业,SDN
FINDER TECHNOLOGY LTD,,2024/05/01,.,.,,港企,SDN
"HENGSHUI HESHUO CELLULOSE CO., LTD. ",衡水和硕纤维素有限公司,2024/05/01,0,0,,内地企业,SDN
HENGSHUI YUANCHEM TRADING LIMITED,衡水元展贸易有限公司,2024/05/01,0,0,,内地企业,SDN
HK HENGBANGWEI ELECTRONICS LIMITED,,2024/05/01,.,.,,港企,SDN
IPM LIMITED,,2024/05/01,.,.,,港企,SDN
JINMINGSHENG TECHNOLOGY HK CO LIMITED,,2024/05/01,.,.,,港企,SDN
"JUHANG AVIATION TECHNOLOGY SHENZHEN CO., LTD. ",炬行航空科技（深圳）有限公司,2024/05/01,0,0,,内地企业,SDN
MORNSUN GUANGZHOU SCIENCE AND TECHNOLOGY CO LTD,广州金升阳科技有限公司,2024/05/01,1,0,,内地企业,SDN
PIXEL DEVICES LIMITED,,2024/05/01,.,.,,港企,SDN
RG SOLUTIONS LIMITED,,2024/05/01,.,.,,港企,SDN
"SHVABE OPTO-ELECTRONICS CO., LTD",诗瓦贝光电（深圳）有限公司,2024/05/01,0,0,,内地企业,SDN
SILVER TECHNOLOGY LIMITED,,2024/05/01,.,.,,港企,SDN
TULUN INTERNATIONAL HOLDING LIMITED,,2024/05/01,.,.,,港企,SDN
"WUHAN GLOBAL SENSOR TECHNOLOGY CO., LTD.",武汉高芯科技有限公司,2024/05/01,1,1,2414.0,内地企业,SDN
"WUHAN TONGSHENG TECHNOLOGY CO., LTD.",武汉同昇科技有限公司,2024/05/01,0,0,,内地企业,SDN
YANTAI IRAY TECHNOLOGY CO LTD,烟台艾睿光电科技有限公司,2024/05/01,1,1,688002.0,内地企业,SDN
LAINEY SHIPPING LIMITED,,2024/06/10,.,.,,港企,SDN
3NOD DIGITAL HONG KONG LIMITED,,2024/06/12,.,.,,港企,SDN
ANALOG TECHNOLOGY LIMITED,,2024/06/12,.,.,,港企,SDN
ASIALINK SHANGHAI INTL LOGISTICS CO LTD,亚凌（上海）国际货物运输代理有限公司,2024/06/12,0,0,,内地企业,SDN
BARGAWINE HONG KONG LIMITED,,2024/06/12,.,.,,港企,SDN
BEIJING DEEPCOOL INDUSTRIES CO LTD,北京市鑫全盛科技有限公司,2024/06/12,1,1,874058.0,内地企业,SDN
CHONGQING FAGIMA ELECTROMECHANICAL EQUIPMENT CO LTD ,重庆法吉玛机电设备有限公司,2024/06/12,0,0,,内地企业,SDN
CHONGQING XIANUOFUGELUODE INTERNATIONAL TRADE COMPANY,重庆下诺夫哥罗德国际贸易有限公司,2024/06/12,0,0,,内地企业,SDN
DAYTEK CHONGQING INTERNATIONAL TRADE CO,岱克夫国际贸易重庆有限公司,2024/06/12,0,0,,内地企业,SDN
ENKA TRADING LIMITED,,2024/06/12,.,.,,港企,SDN
GBL INTERNATIONAL LOGISTICS CO LTD,,2024/06/12,.,.,,港企,SDN
GKER LASER TECHNOLOGY CO LTD,上海光可铒激光科技有限公司,2024/06/12,.,.,,内地企业,SDN
GUANGDONG PRATIC CNC TECHNOLOGY CO LTD,广东普拉迪数控科技有限公司,2024/06/12,1,0,,内地企业,SDN
HANGZHOU KEMING INTELLIGENT TECHNOLOGY CO LTD,杭州柯铭智能科技有限公司,2024/06/12,0,0,,内地企业,SDN
HK NICEST ELECTRIC TECHNOLOGY CO LIMITED,,2024/06/12,0,0,,港企,SDN
HOLDEN INTERNATIONAL TRADING LIMITED,,2024/06/12,.,.,,港企,SDN
INFINITE FORCE CARGO SERVICE HK LIMITED,,2024/06/12,.,.,,港企,SDN
